date,position,song,artist,popularity,duration_ms,album_type,total_tracks,release_date,is_explicit,album_cover_url
24-05-23,15,WHERE SHE GOES,Bad Bunny,89,231704,single,1,18-05-23,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
24-05-23,16,Jagger.mp3,Emilia,82,155861,single,1,30-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b273f9695983789ee4faffba9121
24-05-23,17,M.A (Mejores Amigos),BM & Phontana,83,158309,single,1,20-09-22,TRUE,https://i.scdn.co/image/ab67616d0000b2737cdf45319edb9583efd3f1c9
24-05-23,18,Yandel 150,Yandel,90,216148,album,17,13-01-23,TRUE,https://i.scdn.co/image/ab67616d0000b273b2aec01b56eeb74610532700
24-05-23,19,Perfecta (Versión 2023),Miranda!,75,221053,album,11,19-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b2730040ea3fe369688ad9757cf2
24-05-23,20,Dale Mecha,Mesita,72,150829,single,1,02-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b273419f7bb549d24a1c68bcdf93
24-05-23,21,DISPARA ***,Nicki Nicole,64,143935,album,10,18-05-23,TRUE,https://i.scdn.co/image/ab67616d0000b273d91a54eea72c50765e2fa72b
24-05-23,22,TQG,KAROL G,96,197933,album,17,24-02-23,TRUE,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
24-05-23,23,Cupido,TINI,84,174369,album,14,16-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d
24-05-23,24,MERCHO,LiL CaKe & Migrantes,90,161451,single,1,16-12-22,FALSE,https://i.scdn.co/image/ab67616d0000b2739f1f8adb00c71daa8a9cb22c
24-05-23,25,Te Cura,Fast & Furious: The Fast Saga & Maria Becerra,67,150612,single,1,17-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b2739ebb3865d33ecc6aa9582cbd
24-05-23,26,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,3,24-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b2734d6cf0d0d5e32ca4fa3a59e1
24-05-23,27,Quiero Creer,Luck Ra & La T y La M & Rusherking,78,145054,single,1,03-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b273751e3fea2ebed09f118eb99b
24-05-23,28,Si No Te Tengo / Ángel / Aquello Que Pasó,Ke Personajes,81,428438,single,1,17-08-21,FALSE,https://i.scdn.co/image/ab67616d0000b27361d8f01f54a346681218e81f
24-05-23,29,Feliz Cumpleaños Ferxxo,Feid,89,155960,album,15,14-09-22,FALSE,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3
24-05-23,30,DISCOTEKA (feat. Locura Mix),The La Planta & BM & Alejo Isakk,77,204480,single,1,16-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b2736eb51112e2a1f9d520e83344
24-05-23,31,Costumbres - Vivo,Damas Gratis & Ke Personajes,80,133077,single,1,27-10-22,FALSE,https://i.scdn.co/image/ab67616d0000b273b726cbc446c49872d64d333d
24-05-23,32,Muñecas,TINI,77,156318,album,14,16-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d
24-05-23,33,AL BORDE,Milo j,80,148321,single,5,13-04-23,TRUE,https://i.scdn.co/image/ab67616d0000b273d4e2dc1a0cd59790ec3f91af
24-05-23,34,Normal,Feid,87,171880,album,15,14-09-22,TRUE,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3
24-05-23,35,Amanecemos,La Joaqui & Alan Gomez,77,198183,single,1,16-03-23,TRUE,https://i.scdn.co/image/ab67616d0000b273c213ed3be7becdb1872921e9
24-05-23,36,qué le pasa conmigo?,Nicki Nicole,61,167251,album,10,18-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b273d91a54eea72c50765e2fa72b
24-05-23,37,Te Escapas De Mis Brazos (Remix),ECKO & Callejero Fino & El Perro,77,217826,single,1,02-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b2737ef4ee04cd88a4e05c08c99d
24-05-23,38,Marisola - Remix,Cris Mj & Duki & Nicki Nicole,87,237473,single,1,15-12-22,TRUE,https://i.scdn.co/image/ab67616d0000b27384abc8c6cf1e122113f7ab8b
24-05-23,39,Hey Mor,Ozuna,91,196600,album,18,07-10-22,FALSE,https://i.scdn.co/image/ab67616d0000b273125624f2e04f5a1ccb0dfb45
24-05-23,40,La Bachata,Manuel Turizo,86,162637,album,15,17-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
24-05-23,41,Milagrosa,Milo j,81,140288,single,1,16-08-22,TRUE,https://i.scdn.co/image/ab67616d0000b27330e4bbfecc4cfa5b5d6cc14d
24-05-23,42,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,94,214945,single,1,11-01-23,FALSE,https://i.scdn.co/image/ab67616d0000b2732b6d78c5a3f6247aa997b812
24-05-23,43,ARRANCARMELO,WOS,80,183547,single,1,06-04-22,FALSE,https://i.scdn.co/image/ab67616d0000b273d8c9945c63f1806031dae6f0
24-05-23,44,CAEN LAS ESTRELLAS,Nicki Nicole,64,145171,album,10,18-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b273d91a54eea72c50765e2fa72b
24-05-23,45,Coco Chanel,Eladio Carrion,92,208125,album,18,17-03-23,TRUE,https://i.scdn.co/image/ab67616d0000b273fc8563c0dc75d79e73c2dca0
24-05-23,46,Vida Gangster,Lauty Gram,81,170058,single,1,08-12-22,TRUE,https://i.scdn.co/image/ab67616d0000b2735880b7d07ee4a577e0f6ffd7
24-05-23,47,CHORRITO PA LAS ANIMAS,Feid,91,168133,single,6,02-12-22,TRUE,https://i.scdn.co/image/ab67616d0000b2737cc7b0d6a82846cd8b158f99
24-05-23,48,Azote - Remix,Lolo OG & Callejero Fino & Alejo Isakk,75,226821,single,1,08-03-23,TRUE,https://i.scdn.co/image/ab67616d0000b2736a986d01f25447772d7f5dee
24-05-23,49,PUNTO G,Quevedo,86,151324,album,16,20-01-23,FALSE,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0
24-05-23,50,Niña Bonita,Feid & Sean Paul,88,187653,single,1,21-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b27347b049fcbcc571271cc88d9f
25-05-23,1,Un Finde | CROSSOVER #2,Big One & FMK & Ke Personajes,89,162500,single,1,04-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b273fc9ce77ab8fcd9eadda3acd3
25-05-23,2,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2,17-03-23,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
25-05-23,3,Classy 101,Feid & Young Miko,96,195986,single,1,31-03-23,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
25-05-23,4,M.A - Remix,BM & Callejero Fino & La Joaqui,85,272727,single,1,05-04-23,TRUE,https://i.scdn.co/image/ab67616d0000b273cbbbad87cff1115a090ed190
25-05-23,5,un x100to,Grupo Frontera & Bad Bunny,100,194563,single,1,17-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b273716c0b0ad51594ff788b5f06
25-05-23,6,Pobre Corazón - En Vivo,Ke Personajes & Onda Sabanera,84,198930,single,1,02-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b27370bfe435a7dc698bbf0883cf
25-05-23,7,Me Enteré,Tiago PZK & TINI,77,182075,single,1,18-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b2735d78fa55507610429ba13cb6
25-05-23,8,No_se_ve.mp3,Emilia & LUDMILLA & ZECCA,79,203636,single,1,03-05-23,TRUE,https://i.scdn.co/image/ab67616d0000b27332630fe83750d8db0b2b2d5c
25-05-23,9,En La Intimidad | CROSSOVER #1,Big One & Emilia & Callejero Fino,85,165854,single,1,01-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b273bfc03d005bbc2f7e7abc889b
25-05-23,10,Ya No Vuelvas (Versión Cuarteto),Luck Ra & La K'onga & Ke Personajes,84,204000,single,1,01-12-22,FALSE,https://i.scdn.co/image/ab67616d0000b273b061c89b210b4e16bd808976
25-05-23,11,ADIÓS,Maria Becerra,81,160856,album,12,08-12-22,TRUE,https://i.scdn.co/image/ab67616d0000b27377ec4341ebb8a0dbfe2df739
25-05-23,12,Ella Baila Sola,Eslabon Armado,90,165671,album,16,28-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
25-05-23,13,Rara Vez,Taiu & Milo j,91,128677,single,1,08-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b273d467bed4e6b2a01ea8569100
25-05-23,14,Acróstico,Shakira,89,170785,single,1,11-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b273bd6bbd68940f38c764524b63
25-05-23,15,WHERE SHE GOES,Bad Bunny,91,231704,single,1,18-05-23,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
25-05-23,16,Jagger.mp3,Emilia,82,155861,single,1,30-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b273f9695983789ee4faffba9121
25-05-23,17,M.A (Mejores Amigos),BM & Phontana,83,158309,single,1,20-09-22,TRUE,https://i.scdn.co/image/ab67616d0000b2737cdf45319edb9583efd3f1c9
25-05-23,18,Yandel 150,Yandel,90,216148,album,17,13-01-23,TRUE,https://i.scdn.co/image/ab67616d0000b273b2aec01b56eeb74610532700
25-05-23,19,Dale Mecha,Mesita,72,150829,single,1,02-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b273419f7bb549d24a1c68bcdf93
25-05-23,20,Perfecta (Versión 2023),Miranda!,75,221053,album,11,19-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b2730040ea3fe369688ad9757cf2
25-05-23,21,DISPARA ***,Nicki Nicole,66,143935,album,10,18-05-23,TRUE,https://i.scdn.co/image/ab67616d0000b273d91a54eea72c50765e2fa72b
25-05-23,22,TQG,KAROL G,96,197933,album,17,24-02-23,TRUE,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
25-05-23,23,Cupido,TINI,84,174369,album,14,16-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d
25-05-23,24,MERCHO,LiL CaKe & Migrantes,90,161451,single,1,16-12-22,FALSE,https://i.scdn.co/image/ab67616d0000b2739f1f8adb00c71daa8a9cb22c
25-05-23,25,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,3,24-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b2734d6cf0d0d5e32ca4fa3a59e1
25-05-23,26,Quiero Creer,Luck Ra & La T y La M & Rusherking,78,145054,single,1,03-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b273751e3fea2ebed09f118eb99b
25-05-23,27,Te Cura,Fast & Furious: The Fast Saga & Maria Becerra,68,150612,single,1,17-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b2739ebb3865d33ecc6aa9582cbd
25-05-23,28,Si No Te Tengo / Ángel / Aquello Que Pasó,Ke Personajes,81,428438,single,1,17-08-21,FALSE,https://i.scdn.co/image/ab67616d0000b27361d8f01f54a346681218e81f
25-05-23,29,Feliz Cumpleaños Ferxxo,Feid,89,155960,album,15,14-09-22,FALSE,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3
25-05-23,30,DISCOTEKA (feat. Locura Mix),The La Planta & BM & Alejo Isakk,77,204480,single,1,16-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b2736eb51112e2a1f9d520e83344
25-05-23,31,Costumbres - Vivo,Damas Gratis & Ke Personajes,80,133077,single,1,27-10-22,FALSE,https://i.scdn.co/image/ab67616d0000b273b726cbc446c49872d64d333d
25-05-23,32,Muñecas,TINI,77,156318,album,14,16-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d
25-05-23,33,AL BORDE,Milo j,80,148321,single,5,13-04-23,TRUE,https://i.scdn.co/image/ab67616d0000b273d4e2dc1a0cd59790ec3f91af
25-05-23,34,Normal,Feid,87,171880,album,15,14-09-22,TRUE,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3
25-05-23,35,Amanecemos,La Joaqui & Alan Gomez,77,198183,single,1,16-03-23,TRUE,https://i.scdn.co/image/ab67616d0000b273c213ed3be7becdb1872921e9
25-05-23,36,Marisola - Remix,Cris Mj & Duki & Nicki Nicole,86,237473,single,1,15-12-22,TRUE,https://i.scdn.co/image/ab67616d0000b27384abc8c6cf1e122113f7ab8b
25-05-23,37,Te Escapas De Mis Brazos (Remix),ECKO & Callejero Fino & El Perro,77,217826,single,1,02-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b2737ef4ee04cd88a4e05c08c99d
25-05-23,38,La Bachata,Manuel Turizo,87,162637,album,15,17-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
25-05-23,39,qué le pasa conmigo?,Nicki Nicole,63,167251,album,10,18-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b273d91a54eea72c50765e2fa72b
25-05-23,40,Hey Mor,Ozuna,91,196600,album,18,07-10-22,FALSE,https://i.scdn.co/image/ab67616d0000b273125624f2e04f5a1ccb0dfb45
25-05-23,41,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,94,214945,single,1,11-01-23,FALSE,https://i.scdn.co/image/ab67616d0000b2732b6d78c5a3f6247aa997b812
25-05-23,42,Milagrosa,Milo j,81,140288,single,1,16-08-22,TRUE,https://i.scdn.co/image/ab67616d0000b27330e4bbfecc4cfa5b5d6cc14d
25-05-23,43,ARRANCARMELO,WOS,80,183547,single,1,06-04-22,FALSE,https://i.scdn.co/image/ab67616d0000b273d8c9945c63f1806031dae6f0
25-05-23,44,CAEN LAS ESTRELLAS,Nicki Nicole,65,145171,album,10,18-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b273d91a54eea72c50765e2fa72b
25-05-23,45,Coco Chanel,Eladio Carrion,92,208125,album,18,17-03-23,TRUE,https://i.scdn.co/image/ab67616d0000b273fc8563c0dc75d79e73c2dca0
25-05-23,46,Vida Gangster,Lauty Gram,81,170058,single,1,08-12-22,TRUE,https://i.scdn.co/image/ab67616d0000b2735880b7d07ee4a577e0f6ffd7
25-05-23,47,Azote - Remix,Lolo OG & Callejero Fino & Alejo Isakk,75,226821,single,1,08-03-23,TRUE,https://i.scdn.co/image/ab67616d0000b2736a986d01f25447772d7f5dee
25-05-23,48,CHORRITO PA LAS ANIMAS,Feid,91,168133,single,6,02-12-22,TRUE,https://i.scdn.co/image/ab67616d0000b2737cc7b0d6a82846cd8b158f99
25-05-23,49,PUNTO G,Quevedo,86,151324,album,16,20-01-23,FALSE,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0
25-05-23,50,Niña Bonita,Feid & Sean Paul,89,187653,single,1,21-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b27347b049fcbcc571271cc88d9f
26-05-23,1,Un Finde | CROSSOVER #2,Big One & FMK & Ke Personajes,89,162500,single,1,04-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b273fc9ce77ab8fcd9eadda3acd3
26-05-23,2,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2,17-03-23,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
26-05-23,3,M.A - Remix,BM & Callejero Fino & La Joaqui,85,272727,single,1,05-04-23,TRUE,https://i.scdn.co/image/ab67616d0000b273cbbbad87cff1115a090ed190
26-05-23,4,Classy 101,Feid & Young Miko,96,195986,single,1,31-03-23,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
26-05-23,5,Pobre Corazón - En Vivo,Ke Personajes & Onda Sabanera,85,198930,single,1,02-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b27370bfe435a7dc698bbf0883cf
26-05-23,6,un x100to,Grupo Frontera & Bad Bunny,100,194563,single,1,17-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b273716c0b0ad51594ff788b5f06
26-05-23,7,No_se_ve.mp3,Emilia & LUDMILLA & ZECCA,80,203636,single,1,03-05-23,TRUE,https://i.scdn.co/image/ab67616d0000b27332630fe83750d8db0b2b2d5c
26-05-23,8,En La Intimidad | CROSSOVER #1,Big One & Emilia & Callejero Fino,85,165854,single,1,01-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b273bfc03d005bbc2f7e7abc889b
26-05-23,9,Me Enteré,Tiago PZK & TINI,78,182075,single,1,18-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b2735d78fa55507610429ba13cb6
26-05-23,10,Ya No Vuelvas (Versión Cuarteto),Luck Ra & La K'onga & Ke Personajes,84,204000,single,1,01-12-22,FALSE,https://i.scdn.co/image/ab67616d0000b273b061c89b210b4e16bd808976
26-05-23,11,ADIÓS,Maria Becerra,81,160856,album,12,08-12-22,TRUE,https://i.scdn.co/image/ab67616d0000b27377ec4341ebb8a0dbfe2df739
26-05-23,12,Ella Baila Sola,Eslabon Armado,91,165671,album,16,28-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
26-05-23,13,Rara Vez,Taiu & Milo j,91,128677,single,1,08-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b273d467bed4e6b2a01ea8569100
26-05-23,14,Acróstico,Shakira,89,170785,single,1,11-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b273bd6bbd68940f38c764524b63
26-05-23,15,M.A (Mejores Amigos),BM & Phontana,83,158309,single,1,20-09-22,TRUE,https://i.scdn.co/image/ab67616d0000b2737cdf45319edb9583efd3f1c9
26-05-23,16,Jagger.mp3,Emilia,82,155861,single,1,30-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b273f9695983789ee4faffba9121
26-05-23,17,Yandel 150,Yandel,90,216148,album,17,13-01-23,TRUE,https://i.scdn.co/image/ab67616d0000b273b2aec01b56eeb74610532700
26-05-23,18,WHERE SHE GOES,Bad Bunny,92,231704,single,1,18-05-23,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
26-05-23,19,Dale Mecha,Mesita,73,150829,single,1,02-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b273419f7bb549d24a1c68bcdf93
26-05-23,20,Perfecta (Versión 2023),Miranda!,75,221053,album,11,19-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b2730040ea3fe369688ad9757cf2
26-05-23,21,TQG,KAROL G,96,197933,album,17,24-02-23,TRUE,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
26-05-23,22,DISPARA ***,Nicki Nicole,67,143935,album,10,18-05-23,TRUE,https://i.scdn.co/image/ab67616d0000b273d91a54eea72c50765e2fa72b
26-05-23,23,MERCHO,LiL CaKe & Migrantes,90,161451,single,1,16-12-22,FALSE,https://i.scdn.co/image/ab67616d0000b2739f1f8adb00c71daa8a9cb22c
26-05-23,24,Cupido,TINI,84,174369,album,14,16-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d
26-05-23,25,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,3,24-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b2734d6cf0d0d5e32ca4fa3a59e1
26-05-23,26,Quiero Creer,Luck Ra & La T y La M & Rusherking,78,145054,single,1,03-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b273751e3fea2ebed09f118eb99b
26-05-23,27,Si No Te Tengo / Ángel / Aquello Que Pasó,Ke Personajes,81,428438,single,1,17-08-21,FALSE,https://i.scdn.co/image/ab67616d0000b27361d8f01f54a346681218e81f
26-05-23,28,DISCOTEKA (feat. Locura Mix),The La Planta & BM & Alejo Isakk,77,204480,single,1,16-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b2736eb51112e2a1f9d520e83344
26-05-23,29,Te Cura,Fast & Furious: The Fast Saga & Maria Becerra,69,150612,single,1,17-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b2739ebb3865d33ecc6aa9582cbd
26-05-23,30,Feliz Cumpleaños Ferxxo,Feid,89,155960,album,15,14-09-22,FALSE,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3
26-05-23,31,Costumbres - Vivo,Damas Gratis & Ke Personajes,80,133077,single,1,27-10-22,FALSE,https://i.scdn.co/image/ab67616d0000b273b726cbc446c49872d64d333d
26-05-23,32,Muñecas,TINI,77,156318,album,14,16-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d
26-05-23,33,Amanecemos,La Joaqui & Alan Gomez,77,198183,single,1,16-03-23,TRUE,https://i.scdn.co/image/ab67616d0000b273c213ed3be7becdb1872921e9
26-05-23,34,Normal,Feid,87,171880,album,15,14-09-22,TRUE,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3
26-05-23,35,Marisola - Remix,Cris Mj & Duki & Nicki Nicole,86,237473,single,1,15-12-22,TRUE,https://i.scdn.co/image/ab67616d0000b27384abc8c6cf1e122113f7ab8b
26-05-23,36,Te Escapas De Mis Brazos (Remix),ECKO & Callejero Fino & El Perro,77,217826,single,1,02-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b2737ef4ee04cd88a4e05c08c99d
26-05-23,37,AL BORDE,Milo j,80,148321,single,5,13-04-23,TRUE,https://i.scdn.co/image/ab67616d0000b273d4e2dc1a0cd59790ec3f91af
26-05-23,38,La Bachata,Manuel Turizo,87,162637,album,15,17-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
26-05-23,39,Hey Mor,Ozuna,91,196600,album,18,07-10-22,FALSE,https://i.scdn.co/image/ab67616d0000b273125624f2e04f5a1ccb0dfb45
26-05-23,40,qué le pasa conmigo?,Nicki Nicole,65,167251,album,10,18-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b273d91a54eea72c50765e2fa72b
26-05-23,41,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,94,214945,single,1,11-01-23,FALSE,https://i.scdn.co/image/ab67616d0000b2732b6d78c5a3f6247aa997b812
26-05-23,42,Milagrosa,Milo j,81,140288,single,1,16-08-22,TRUE,https://i.scdn.co/image/ab67616d0000b27330e4bbfecc4cfa5b5d6cc14d
26-05-23,43,ARRANCARMELO,WOS,80,183547,single,1,06-04-22,FALSE,https://i.scdn.co/image/ab67616d0000b273d8c9945c63f1806031dae6f0
26-05-23,44,Vida Gangster,Lauty Gram,81,170058,single,1,08-12-22,TRUE,https://i.scdn.co/image/ab67616d0000b2735880b7d07ee4a577e0f6ffd7
26-05-23,45,Coco Chanel,Eladio Carrion,92,208125,album,18,17-03-23,TRUE,https://i.scdn.co/image/ab67616d0000b273fc8563c0dc75d79e73c2dca0
26-05-23,46,Azote - Remix,Lolo OG & Callejero Fino & Alejo Isakk,75,226821,single,1,08-03-23,TRUE,https://i.scdn.co/image/ab67616d0000b2736a986d01f25447772d7f5dee
26-05-23,47,CAEN LAS ESTRELLAS,Nicki Nicole,66,145171,album,10,18-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b273d91a54eea72c50765e2fa72b
26-05-23,48,Niña Bonita,Feid & Sean Paul,89,187653,single,1,21-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b27347b049fcbcc571271cc88d9f
26-05-23,49,PUNTO G,Quevedo,86,151324,album,16,20-01-23,FALSE,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0
26-05-23,50,CHORRITO PA LAS ANIMAS,Feid,91,168133,single,6,02-12-22,TRUE,https://i.scdn.co/image/ab67616d0000b2737cc7b0d6a82846cd8b158f99
27-05-23,1,Un Finde | CROSSOVER #2,Big One & FMK & Ke Personajes,89,162500,single,1,04-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b273fc9ce77ab8fcd9eadda3acd3
27-05-23,2,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2,17-03-23,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
27-05-23,3,M.A - Remix,BM & Callejero Fino & La Joaqui,85,272727,single,1,05-04-23,TRUE,https://i.scdn.co/image/ab67616d0000b273cbbbad87cff1115a090ed190
27-05-23,4,Pobre Corazón - En Vivo,Ke Personajes & Onda Sabanera,85,198930,single,1,02-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b27370bfe435a7dc698bbf0883cf
27-05-23,5,Classy 101,Feid & Young Miko,96,195986,single,1,31-03-23,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
27-05-23,6,un x100to,Grupo Frontera & Bad Bunny,100,194563,single,1,17-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b273716c0b0ad51594ff788b5f06
27-05-23,7,En La Intimidad | CROSSOVER #1,Big One & Emilia & Callejero Fino,85,165854,single,1,01-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b273bfc03d005bbc2f7e7abc889b
27-05-23,8,Me Enteré,Tiago PZK & TINI,79,182075,single,1,18-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b2735d78fa55507610429ba13cb6
27-05-23,9,Ya No Vuelvas (Versión Cuarteto),Luck Ra & La K'onga & Ke Personajes,84,204000,single,1,01-12-22,FALSE,https://i.scdn.co/image/ab67616d0000b273b061c89b210b4e16bd808976
27-05-23,10,No_se_ve.mp3,Emilia & LUDMILLA & ZECCA,80,203636,single,1,03-05-23,TRUE,https://i.scdn.co/image/ab67616d0000b27332630fe83750d8db0b2b2d5c
27-05-23,11,Ella Baila Sola,Eslabon Armado,91,165671,album,16,28-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
27-05-23,12,ADIÓS,Maria Becerra,81,160856,album,12,08-12-22,TRUE,https://i.scdn.co/image/ab67616d0000b27377ec4341ebb8a0dbfe2df739
27-05-23,13,M.A (Mejores Amigos),BM & Phontana,83,158309,single,1,20-09-22,TRUE,https://i.scdn.co/image/ab67616d0000b2737cdf45319edb9583efd3f1c9
27-05-23,14,Rara Vez,Taiu & Milo j,91,128677,single,1,08-02-23,FALSE,https://i.scdn.co/image/ab67616d0000b273d467bed4e6b2a01ea8569100
27-05-23,15,Dale Mecha,Mesita,74,150829,single,1,02-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b273419f7bb549d24a1c68bcdf93
27-05-23,16,Yandel 150,Yandel,90,216148,album,17,13-01-23,TRUE,https://i.scdn.co/image/ab67616d0000b273b2aec01b56eeb74610532700
27-05-23,17,Perfecta (Versión 2023),Miranda!,75,221053,album,11,19-04-23,FALSE,https://i.scdn.co/image/ab67616d0000b2730040ea3fe369688ad9757cf2
27-05-23,18,Acróstico,Shakira,90,170785,single,1,11-05-23,FALSE,https://i.scdn.co/image/ab67616d0000b273bd6bbd68940f38c764524b63
27-05-23,19,DISPARA ***,Nicki Nicole,68,143935,album,10,18-05-23,TRUE,https://i.scdn.co/image/ab67616d0000b273d91a54eea72c50765e2fa72b
27-05-23,20,Jagger.mp3,Emilia,82,155861,single,1,30-03-23,FALSE,https://i.scdn.co/image/ab67616d0000b273f9695983789ee4faffba9121
27-05-23,21,WHERE SHE GOES,Bad Bunny,92,231704,single,1,18-05-23,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
27-05-23,22,MERCHO,LiL CaKe & Migrantes,90,161451,single,1,16-12-22,FALSE,https://i.scdn.co/image/ab67616d0000b2739f1f8adb00c71daa8a9cb22c
